RegionName,State,2015,2016,2017,2018,2019
Oktibbeha County, MS,1552784,1596402,1625781,1702769,1758204
Oldham County, KY,3616964,3812253,3975686,4255563,4424636
Oldham County, TX,129387,112076,115608,117891,117172
Oliver County, ND,87502,85946,83999,85671,86471
Olmsted County, MN,7839049,8162650,8578473,9105177,9367212
Oneida County, WI,1631209,1641009,1737656,1799555,1851437
Oneida County, ID,148098,150530,155063,164881,179080
Oneida County, NY,9308229,9484064,10006838,10255682,10717184
Onondaga County, NY,22194814,22482679,23628671,24650906,25588791
Onslow County, NC,8278831,8826368,8751673,9132278,9407046
Ontario County, NY,5410218,5416065,5717564,5849385,6097094
Ontonagon County, MI,214999,220094,223195,228259,236599
Orange County, IN,651756,665258,719994,741035,755028
Orange County, CA,193121369,200784210,209642971,218878441,227732561
Orange County, NC,8202718,8609670,9166254,9331917,9678411
Orange County, TX,3486951,3562872,3659433,3729995,3808098
Orange County, NY,17717110,18112684,18974411,19619498,20654198
Orange County, VT,1245181,1263770,1304450,1352678,1414590
Orange County, VA,1587342,1641368,1719256,1794298,1876329
Orange County, FL,51973142,54154812,58153900,61787689,64447389
Orangeburg County, SC,2766681,2812978,2898282,2980245,3072628
Oregon County, MO,300586,297927,299251,312151,324066
Orleans County, NY,1476509,1491939,1562142,1589069,1656434
Orleans Parish, LA,18633676,18851508,19518545,20533800,21037901
Orleans County, VT,1089312,1089806,1120924,1161372,1205275
Osage County, OK,1568432,1555285,1576855,1607782,1665193
Osage County, MO,604840,583840,594513,602311,629307
Osage County, KS,589185,607842,620019,666464,693137
Osborne County, KS,160670,149363,141241,166864,180932
Osceola County, IA,353643,301259,310719,341593,365090
Osceola County, FL,9798998,10584694,11438134,12560543,13248144
Osceola County, MI,764530,778180,791960,836725,882946
Oscoda County, MI,257680,258017,265949,274602,284720
Oswego County, NY,4340258,4396774,4657218,4719498,4922131
Otero County, CO,651930,638608,654107,698838,725776
Otero County, NM,2124980,2179813,2221999,2326743,2422147
Otoe County, NE,724633,739517,786921,851241,885202
Otsego County, NY,2370722,2419622,2533954,2617246,2723259
Otsego County, MI,905182,917754,945567,993270,1034206
Ottawa County, KS,224411,225966,230945,240613,259057
Ottawa County, MI,12246675,12717658,13379002,13951900,14400384
Ottawa County, OH,1880808,1941174,2006128,2103847,2153222
Ottawa County, OK,1107091,1082170,1106056,1143049,1191885
Otter Tail County, MN,2570239,2604053,2714228,2808611,2894833
Ouachita Parish, LA,5864102,6025223,6098935,6390155,6498768
Ouachita County, AR,831805,820534,838072,878598,907241
Ouray County, CO,250907,269753,273350,305818,317305
Outagamie County, WI,8559219,8864141,9157261,9540161,9890260
Overton County, TN,674450,687692,723460,752960,780323
Owen County, IN,735170,762418,797122,832303,865901
Owen County, KY,343093,342621,351613,360552,363713
Owsley County, KY,134774,133125,135507,140133,143317
Owyhee County, ID,394743,414311,390555,428613,465935
Oxford County, ME,1961712,2006623,2084024,2187638,2274918
Ozark County, MO,266409,266481,268710,277992,289216
Ozaukee County, WI,6582589,6836460,7049402,7447198,7627647
Pacific County, WA,794636,835135,869530,920144,957339
Page County, VA,846964,862009,893509,924470,947298
Page County, IA,607395,607242,609099,635240,671390
Palm Beach County, FL,100093764,103553784,113276100,120772867,124632614
Palo Alto County, IA,514994,452368,461562,494322,524174
Palo Pinto County, TX,1025787,1017883,1088473,1149183,1202391
Pamlico County, NC,487508,494650,519483,521344,550905
Panola County, MS,1049876,1062459,1085973,1125361,1146392
Panola County, TX,993638,906089,951726,1056672,1054569
Park County, CO,674147,728544,787283,823966,871793
Park County, MT,691665,730755,771666,820596,855836
Park County, WY,1517653,1403067,1510233,1679414,1704524
Parke County, IN,538588,567461,591552,611119,636322
Parker County, TX,6161965,6491335,6903121,7479505,7974098
Parmer County, TX,606886,440319,454104,440747,475842
Pasco County, FL,18262733,19444411,20540387,21983432,23304817
Pasquotank County, NC,1415112,1453117,1492330,1539017,1608396
Passaic County, NJ,23773312,24060987,24314246,25194914,26159931
Patrick County, VA,563722,568966,587156,600798,608198
Paulding County, GA,5140028,5467443,5797778,6191885,6574323
Paulding County, OH,699917,701370,733473,772081,784544
Pawnee County, KS,281695,304527,260031,265311,296491
Pawnee County, OK,549635,537175,561750,579349,598342
Pawnee County, NE,107332,97543,106881,115744,118083
Payette County, ID,847594,846328,877663,939222,1003309
Payne County, OK,2872690,2811201,2886029,3010714,3130380
Peach County, GA,946043,966330,1013931,1028393,1083546
Pearl River County, MS,1870695,1887106,1919163,1995088,2064674
Pecos County, TX,528712,507992,538525,599314,628667
Pembina County, ND,366817,388289,398609,402427,411545
Pemiscot County, MO,538794,575972,558353,573064,592481
Pend Oreille County, WA,479659,505370,533173,580759,610186
Pender County, NC,1963894,2060031,2159435,2300356,2417599
Pendleton County, WV,237342,231880,250920,251756,254303
Pendleton County, KY,653567,677414,644581,634078,657116
Pennington County, MN,698859,715912,738234,799370,809537
Pennington County, SD,5122776,5248784,5470471,5799127,6038110
Penobscot County, ME,5756406,5864423,6034142,6317871,6563124
Peoria County, IL,8959772,8814783,8826414,9069951,9154078
Pepin County, WI,325595,323766,338527,351804,362840
Perkins County, SD,119851,111310,129649,116208,115408
Perkins County, NE,163134,156746,158954,160836,188855
Perquimans County, NC,484759,506474,530855,535643,562809
Perry County, KY,979483,955984,976745,989007,1012484
Perry County, MS,357463,364418,373706,385294,397357
Perry County, MO,711755,739800,772794,791590,807202
Perry County, OH,1209547,1245306,1300032,1348878,1390044
Perry County, IN,669253,681211,700198,720351,733631
Perry County, AL,280613,285230,294600,288618,299181
Perry County, TN,244376,247064,259051,276473,278799
Perry County, PA,1838758,1877010,1973221,2061834,2138302
Perry County, IL,737957,734611,758596,784217,798547
Perry County, AR,339268,337903,356982,366749,378973
Pershing County, NV,205684,199432,211053,215486,220976
Person County, NC,1356631,1377023,1434402,1483938,1544791
Petersburg CA, AK,216587,209769,217077,231980,241753
Petroleum County, MT,23279,20138,16594,17214,18053
Pettis County, MO,1521780,1516812,1558903,1583546,1631941
Phelps County, NE,588396,539087,452048,470780,490085
Phelps County, MO,1581488,1636792,1678559,1740982,1792170
Philadelphia County, PA,79750882,85797234,84174572,87820540,90711866
Phillips County, MT,152208,149746,154603,165345,166286
Phillips County, KS,300465,270931,258940,268390,293696
Phillips County, AR,562506,567000,588215,593171,630161
Phillips County, CO,174136,189582,183595,189749,210089
Piatt County, IL,797591,849130,863193,895794,897938
Pickaway County, OH,2066511,2148703,2271278,2357897,2421407
Pickens County, GA,1273757,1370363,1458648,1522958,1580431
Pickens County, SC,4209217,4400686,4581444,4816900,5018140
Pickens County, AL,642947,634365,649430,661084,675430
Pickett County, TN,186163,183945,194452,197156,199746
Pierce County, WA,38492409,40552080,42955131,45753481,48481266
Pierce County, NE,449901,374426,375981,387713,401978
Pierce County, ND,178963,181367,189805,208677,197159
Pierce County, GA,621354,647397,679174,699132,729674
Pierce County, WI,1795078,1803985,1868131,1950662,2014327
Pike County, MO,584331,601860,613346,616046,648065
Pike County, IL,586980,614555,616649,647632,652891
Pike County, PA,2321094,2434302,2522294,2664894,2783350
Pike County, AL,1166848,1174493,1215417,1248010,1273991
Pike County, MS,1201439,1178894,1185064,1207972,1238975
Pike County, GA,634527,674715,703593,752652,785055
Pike County, KY,2042253,2002767,2070809,2131893,2169771
Pike County, AR,334342,330694,342394,348345,348322
Pike County, OH,970277,958569,1022274,1047346,1072282
Pike County, IN,454329,457937,481716,498225,518193
Pima County, AZ,39426771,40721611,43359677,45623879,47604994
Pinal County, AZ,11320026,12008208,12907958,13864299,14893430
Pine County, MN,971675,998562,1041492,1082325,1123153
Pinellas County, FL,45692755,47088953,49882382,52313463,54216585
Pipestone County, MN,484577,450925,499975,513858,564265
Piscataquis County, ME,594222,595872,614497,646873,664925
Pitkin County, CO,2359703,2475859,2514755,2769702,2812743
Pitt County, NC,6655771,6832669,7136799,7513687,7830577
Pittsburg County, OK,1582566,1571486,1617613,1675123,1716937
Piute County, UT,55128,54958,62154,63982,65326
Placer County, CA,22350493,23544418,24794656,26092462,27459330
Plaquemines Parish, LA,1093194,1093978,1099458,1120035,1148416
Platte County, MO,5229957,5412870,5728398,5906050,6170571
Platte County, NE,1493991,1493244,1485744,1559366,1609989
Platte County, WY,413834,390857,402737,426504,441674
Pleasants County, WV,298760,294254,308185,325607,327713
Plumas County, CA,888663,917886,953954,1002450,1051498
Plymouth County, MA,30543531,31778805,33204609,34874163,36311773
Plymouth County, IA,1287966,1334518,1340257,1435294,1511621
Pocahontas County, WV,301508,301930,314007,322572,331880
Pocahontas County, IA,410712,359135,331171,379372,410323
Poinsett County, AR,710486,730190,778464,796302,836620
Pointe Coupee Parish, LA,916006,912824,957677,1000081,1023119
Polk County, MN,1371262,1390968,1427968,1473953,1521577
Polk County, AR,574329,565432,591156,612566,618569
Polk County, IA,23028777,23882581,24671926,25637394,26399366
Polk County, WI,1856241,1881015,1955029,2020513,2095263
Polk County, OR,2977453,3137645,3323149,3514886,3692806
Polk County, MO,983466,997261,1045509,1099110,1131418
Polk County, FL,21738318,22346001,23945564,25288404,26562710
Polk County, NC,836130,858841,886710,909638,942090
Polk County, TX,1759605,1794968,1886003,1962843,2044752
Polk County, NE,284895,259340,264873,271325,278697
Polk County, GA,1236631,1288782,1320100,1389376,1451195
Polk County, TN,525865,530626,544950,561048,576224
Pondera County, MT,245657,248080,239854,265015,280639
Pontotoc County, MS,944575,977385,1006222,1046801,1091725
Pontotoc County, OK,1483291,1500155,1562240,1633427,1711743
Pope County, MN,522088,514580,541437,568046,587385
Pope County, IL,115304,115164,118148,122137,123265
Pope County, AR,2087045,2101487,2151522,2225173,2272269
Portage County, WI,2943520,2981307,3093425,3223081,3345980
Portage County, OH,6580707,6589884,6871621,7082160,7314712
Porter County, IN,7821820,8037653,8540678,8973157,9324231
Portsmouth City, VA,3681567,3624567,3749433,3898431,4021806
Posey County, IN,1136656,1147861,1186300,1230271,1281690
Pottawatomie County, OK,2574323,2518384,2599189,2665030,2762346
Pottawatomie County, KS,1158186,1223943,1219039,1278916,1347664
Pottawattamie County, IA,3939570,3943831,3993531,4204087,4394678
Potter County, SD,195842,147153,144999,153004,156023
Potter County, TX,4894868,4864521,5054745,5263997,5411245
Potter County, PA,610984,635497,680954,732463,758321
Powder River County, MT,70667,64918,58463,58309,58976
Powell County, MT,268389,274324,274430,294629,303925
Powell County, KY,362830,366972,382823,391279,402068
Power County, ID,273771,260415,264425,301702,332686
Poweshiek County, IA,810381,777060,797469,851936,873372
Powhatan County, VA,1408671,1498869,1579704,1670129,1737873
Prairie County, MT,57506,54723,52426,53910,53581
Prairie County, AR,268371,274553,299124,299304,300955
Pratt County, KS,441512,445125,424878,446840,493861
Preble County, OH,1485578,1528140,1589655,1644835,1680651
Prentiss County, MS,730194,741401,755800,760287,786788
Presidio County, TX,270892,274456,283190,302902,312276
Presque Isle County, MI,454735,462688,479056,506813,523327
Preston County, WV,1132289,1124664,1172389,1211828,1256861
Price County, WI,578237,576763,589293,611768,628641
Prince Edward County, VA,657673,676674,704347,717616,739150
Prince George's County, MD,40564696,41744817,43072142,44666539,46034388
Prince of Wales-Hyder CA, AK,257816,261201,272341,291186,305045
Providence County, RI,28079822,28304093,29345581,30404264,31558258
Prowers County, CO,497547,492502,482852,511517,543151
Pueblo County, CO,5782648,5952463,6229243,6578511,6851552
Pulaski County, IN,503776,516897,523136,547701,561723
Pulaski County, VA,1273950,1284234,1313834,1368140,1405682
Pulaski County, IL,186443,192467,201635,198777,202387
Pulaski County, AR,18709575,19009005,19390405,19693062,20350636
Pulaski County, GA,314935,323476,333117,339849,351961
Pulaski County, MO,2024528,1993580,2054464,2094920,2195479
Pulaski County, KY,2200675,2212435,2280514,2384375,2501180
Pushmataha County, OK,346947,345180,344272,351882,364282
Putnam County, MO,166431,160725,162368,167641,175329
Putnam County, GA,796069,837876,883365,953213,987467
Putnam County, OH,1519032,1529678,1596535,1673686,1712001
Putnam County, NY,5888154,5998205,6226602,6560864,6819961
Putnam County, IL,313775,307683,318395,338392,352163
Putnam County, FL,2067714,2163597,2275452,2364792,2455407
Putnam County, WV,2417988,2440691,2506027,2649828,2701089
Putnam County, IN,1234286,1294826,1347694,1395868,1439291
Putnam County, TN,2786753,2854043,2986330,3105489,3227719
Quay County, NM,297171,305625,311480,327926,343066
Queen Anne's County, MD,2811726,2948304,3108514,3234659,3362069
Queens County, NY,101122391,103582387,109892334,114365352,119472136
Quitman County, GA,62518,63609,66245,68804,72340
Quitman County, MS,194503,205662,197577,206360,205018
Rabun County, GA,588380,636654,662020,680912,703611
Racine County, WI,8747563,8807713,9285649,9760878,9981409
Rains County, TX,355504,371286,394611,412701,435726
Raleigh County, WV,2866611,2742836,2931537,3109048,3216604
Ralls County, MO,367705,380602,388973,393124,416968
Ramsey County, ND,524710,561239,536466,575677,576492
Ramsey County, MN,26855915,27732528,28587122,29840231,30588534
Randall County, TX,5961137,6066567,6273650,6514351,6822849
Randolph County, AL,723905,702715,736886,760016,768092
Randolph County, NC,4865559,4980779,5155886,5382198,5587489
Randolph County, IN,921279,923162,924431,944388,967414
Randolph County, AR,513118,540789,582347,602536,616901
Randolph County, GA,208594,208784,219411,222232,238492
Randolph County, MO,897694,929130,962646,973866,1011100
Randolph County, IL,1112672,1124900,1139783,1169438,1207327
Randolph County, WV,994207,993493,1018549,1061083,1094475
Rankin County, MS,6379774,6479405,6595408,6813244,7024005
Ransom County, ND,254482,262161,273055,286982,302296
Rapides Parish, LA,5504900,5570361,5618312,5875759,6043417
Rappahannock County, VA,425344,436119,456668,489749,503978
Ravalli County, MT,1625432,1716721,1858333,1962159,2048737
Rawlins County, KS,130794,126635,116752,128737,157233
Ray County, MO,884108,910664,944172,959210,1002874
Reagan County, TX,167461,151510,160177,199802,199938
Real County, TX,112322,109871,114771,121833,124513
Red Lake County, MN,183781,178654,191753,201514,203645
Red River Parish, LA,309428,301923,333149,382053,375160
Red River County, TX,466991,477375,486239,500200,517458
Red Willow County, NE,498354,478154,468012,485391,504321
Redwood County, MN,839212,763582,737722,793399,830083
Reeves County, TX,460544,452693,516098,647288,726234
Refugio County, TX,330809,295671,298893,309368,322835
Reno County, KS,2339440,2336396,2454470,2500016,2611022
Rensselaer County, NY,7122562,7281654,7629933,7848451,8150849
Renville County, ND,142077,144843,137142,176779,164021
Renville County, MN,751005,701629,733439,757842,783487
Republic County, KS,206559,210582,198289,205399,231888
Reynolds County, MO,198689,199505,205641,212491,222380
Rhea County, TN,1057536,1056955,1078351,1126283,1174903
Rice County, MN,2626142,2661408,2798056,2909346,3019915
Rice County, KS,451678,404149,394584,410830,450552
Rich County, UT,88778,80037,84097,93314,101419
Richardson County, NE,362552,349486,368122,382648,401022
Richland Parish, LA,703431,721273,727267,759684,786369
Richland County, OH,4419003,4431478,4585240,4766061,4907564
Richland County, MT,754182,640129,634033,665024,696643
Richland County, ND,716089,766294,769219,812215,825752
Richland County, IL,607567,613087,633073,650286,655806
Richland County, SC,17003891,17407645,18218346,18868466,19664968
Richland County, WI,696042,706789,716989,746627,772939
Richmond City, VA,11322825,11707912,12376504,12669576,13033423
Richmond County, GA,7004357,7083213,7448750,7719201,7973040
Richmond County, VA,295636,307887,320674,327499,340538
Richmond County, NC,1489948,1490044,1533203,1550947,1597268
Richmond County, NY,24116801,24678555,25918287,26752209,28040017
Riley County, KS,3015261,2983753,3014677,3065101,3156929
Ringgold County, IA,212906,200612,218637,230336,246683
Rio Arriba County, NM,1291659,1309460,1314059,1355639,1405034
Rio Blanco County, CO,295699,275154,281880,301249,315227
Rio Grande County, CO,485184,485174,492082,536562,567952
Ripley County, MO,405606,404817,411537,409645,418865
Ripley County, IN,1060961,1100259,1143959,1190686,1225933
Ritchie County, WV,333730,331580,349174,372666,380518
Riverside County, CA,86196663,90713807,94542096,99266122,104794676
Roane County, WV,443492,439158,464640,495772,501090
Roane County, TN,1959755,2010875,2082647,2169204,2237623
Roanoke City, VA,4156514,4113239,4182424,4370634,4488860
Roberts County, TX,43025,39130,42995,43471,41286
Roberts County, SD,378232,363778,353326,395460,382041
Robertson County, KY,69011,67897,68820,70083,72085
Robertson County, TN,2592527,2684483,2859684,2994280,3149456
Robertson County, TX,681412,663278,677260,710585,725012
Robeson County, NC,3664768,3687078,3757731,3855820,3974069
Rock County, MN,484699,450173,488122,504435,536705
Rock County, NE,97369,87028,71683,81587,84158
Rock County, WI,6482512,6620301,6846973,7214503,7552841
Rock Island County, IL,6030467,6069938,6257721,6337851,6485482
Rockcastle County, KY,491448,491848,510521,522839,539148
Rockdale County, GA,2916428,2980512,3051555,3165809,3284791
Rockingham County, NH,19462815,20361996,21660225,22892747,23821836
Rockingham County, NC,3129852,3180598,3277420,3369499,3496504
Rockland County, NY,17902308,18079080,18887864,19716189,20578968
Rockwall County, TX,4935062,5293594,5746962,6079072,6529641
Roger Mills County, OK,185018,168916,164662,162834,159277
Rogers County, OK,3805066,3823703,4002617,4207481,4404330
Rolette County, ND,492611,495626,484654,517578,522737
Rooks County, KS,200547,185308,182992,201260,218440
Roosevelt County, MT,359645,352251,392866,401849,396880
Roosevelt County, NM,713864,714798,754115,749123,801606
Roscommon County, MI,807187,819879,834679,873454,900890
Roseau County, MN,708965,696731,702765,752386,748065
Rosebud County, MT,386241,383244,392549,399429,410471
Ross County, OH,2610064,2636979,2758238,2864800,2956482
Routt County, CO,1700745,1732450,1996168,2038470,2094605
Rowan County, KY,717221,719213,726438,755021,772100
Rowan County, NC,4854651,4969845,5177389,5463391,5713783
Runnels County, TX,387790,382532,390665,402923,430361
Rush County, IN,657318,691452,734090,760145,786693
Rush County, KS,144325,130163,125830,143713,158476
Rusk County, WI,580534,576653,603586,624131,631715
Rusk County, TX,1885481,1815731,1894898,1999603,2050937
Russell County, KY,561196,560828,587430,643882,669344
Russell County, VA,857873,854693,875149,901403,925919
Russell County, AL,1800850,1792611,1856119,1886926,1969855
Russell County, KS,328817,294751,294173,308060,322566
Rutherford County, TN,11301291,11926717,12601700,13408622,14192668
Rutherford County, NC,1999805,2034856,2099349,2179155,2280387
Rutland County, VT,2842461,2873414,2920409,3002786,3092969
Sabine County, TX,349858,346716,352080,367794,386124
Sabine Parish, LA,796077,769393,802925,850671,860427
Sac County, IA,522876,478590,514784,548296,574365
Sacramento County, CA,71615866,74321409,77459778,81589289,85775621
Sagadahoc County, ME,1617767,1676469,1723236,1812575,1890888
Saginaw County, MI,6934995,7052562,7141643,7540269,7723177
Saguache County, CO,211695,202749,204114,231231,252638
Salem County, NJ,2881952,2903041,2937553,3018397,3131895
Saline County, AR,4494152,4671015,4817560,5005259,5226618
Saline County, NE,566202,560580,581830,607925,630847
Saline County, KS,2445712,2501250,2593595,2684887,2755684
Saline County, IL,888545,885473,919522,941983,960582
Saline County, MO,845536,855138,867842,846887,888515
Salt Lake County, UT,51331831,53946312,56946401,60971412,64341937
Saluda County, SC,662370,653744,680997,682855,703313
Sampson County, NC,2176270,2109546,2225054,2192651,2278896
San Augustine County, TX,297562,291394,303709,325314,348414
San Benito County, CA,2662322,2861099,3038759,3235448,3470822
San Bernardino County, CA,76919474,80401688,83401792,86995697,91658300
San Diego County, CA,179862110,186813359,193892473,203855654,212748650
San Francisco County, CA,93367580,100638796,107745152,117419004,122892141
San Jacinto County, TX,879478,912096,949306,1000862,1046419
San Joaquin County, CA,28984215,30502705,31900044,33634157,35926949
San Juan County, UT,361682,368694,390949,412559,429754
San Juan County, CO,40358,32377,32255,32741,34895
San Juan County, WA,1144769,1178393,1222465,1387456,1430306
San Juan County, NM,4419133,4256764,4315894,4427385,4462308
San Luis Obispo County, CA,14509065,14937322,15700229,16465164,17270828
San Mateo County, CA,78524600,82680553,90766229,98568258,102803127
San Miguel County, CO,623109,607768,652089,715919,739739
San Miguel County, NM,928641,931979,921745,957046,984843
San Patricio County, TX,2819238,2798119,2850869,3007307,3103332
San Saba County, TX,202721,219762,223082,244002,245352
Sanborn County, SD,103116,97042,99697,114612,122107
Sanders County, MT,365104,378445,401921,419225,439657
Sandoval County, NM,5323700,5585091,5718819,6025585,6328577
Sandusky County, OH,2272376,2291610,2367453,2433558,2468747
Sangamon County, IL,8863052,8930248,9164530,9402855,9625465
Sanilac County, MI,1445358,1458662,1503379,1556013,1602229
Sanpete County, UT,819844,800718,836477,912227,946478
Santa Barbara County, CA,25225688,25591726,26670875,28224056,29502767
Santa Clara County, CA,165193486,179037575,194585963,213221976,223624580
Santa Cruz County, CA,16249937,16730037,17791731,18697119,19559977
Santa Cruz County, AZ,1553561,1608442,1728347,1760875,1833258
Santa Fe County, NM,7692465,8100456,8231475,8790396,9063004
Santa Rosa County, FL,6742340,7128120,7535449,7974884,8474829
Sarasota County, FL,23531548,24516109,26351335,28079762,29007979
Saratoga County, NY,13795225,14212633,14975236,16141141,16724219
Sargent County, ND,185247,203522,200318,216552,238176
Sarpy County, NE,8123101,8373872,8757154,9322650,9769841
Sauk County, WI,2804407,2835522,2966452,3140526,3293949
Saunders County, NE,985534,1002259,1040780,1101003,1152847
Sawyer County, WI,683485,694074,718726,744117,784193
Schenectady County, NY,7145825,7340180,7631654,7705390,8028487
Schleicher County, TX,135389,122952,108492,116795,118018
Schley County, GA,151903,148820,158070,166506,173713
Schoharie County, NY,1130808,1174357,1241327,1276633,1336471
Schoolcraft County, MI,290089,292973,304851,319003,332447
Schuyler County, IL,274853,278241,281840,294042,301757
Schuyler County, NY,708429,705587,734219,742420,770370
Schuyler County, MO,127576,125952,133606,137135,143134
Schuylkill County, PA,5559327,5643903,5810119,6024466,6227537
Scioto County, OH,2774372,2718674,2812156,2953725,3023408
Scotland County, MO,154682,156229,164620,164255,176475
Scotland County, NC,1076578,1072168,1120139,1146468,1181827
Scott County, KS,327516,341941,309721,313054,357978
Scott County, MS,834834,813619,875507,896272,888306
Scott County, MN,7572148,7906677,8359540,8943138,9263204
Scott County, VA,690853,695149,711549,734712,745943
Scott County, TN,610887,609234,629021,671879,685122
Scott County, IA,8492756,8678165,9006504,9360224,9643024
Scott County, MO,1461206,1474260,1512134,1549069,1593433
Scott County, KY,2056468,2205144,2301908,2400317,2527246
Scott County, IN,808786,842741,861503,891035,929810
Scott County, AR,300069,294204,314990,325140,320343
Scott County, IL,181263,191590,192980,211353,207655
Scotts Bluff County, NE,1565550,1570421,1558120,1621101,1638150
Screven County, GA,428127,439272,456989,473459,493641
Scurry County, TX,780906,661249,697063,724338,716802
Searcy County, AR,213310,209227,212642,215037,221798
Sebastian County, AR,5049029,5071726,5187817,5283482,5473680
Sedgwick County, CO,116171,109875,104053,99239,109757
Sedgwick County, KS,25017694,24521889,25876439,26706256,27647784
Seminole County, FL,19616555,20264999,21778998,23149107,24136586
Seminole County, OK,799916,765582,780751,816435,840737
Seminole County, GA,333222,326870,336359,347135,384496
Seneca County, OH,2039226,2106529,2110906,2169481,2240625
Seneca County, NY,1219205,1234495,1307863,1317716,1378810
Sequatchie County, TN,500891,515127,535821,561195,588332
Sequoyah County, OK,1314886,1321584,1333513,1350270,1399429
Sevier County, TN,3439604,3569416,3731934,3918102,4041635
Sevier County, UT,641267,662656,703840,776605,812000
Sevier County, AR,517816,518507,542163,560618,544235
Seward County, NE,797086,793157,835204,878888,907189
Seward County, KS,890710,847943,817538,848017,890708
Shackelford County, TX,357377,279934,355365,365762,369478
Shannon County, MO,228134,233636,236833,246263,254645
Sharkey County, MS,134137,140989,151508,149145,150502
Sharp County, AR,535308,539085,561428,588704,600051
Shasta County, CA,7549180,7785786,8037785,8372513,8722632
Shawano County, WI,1589562,1608630,1675673,1726604,1807554
Shawnee County, KS,7583229,7775381,7922171,8325000,8488426
Sheboygan County, WI,5453389,5544641,5849961,6137617,6309435
Shelby County, KY,1866652,1954847,2072749,2170977,2287336
Shelby County, IN,1712144,1784786,1862119,1937417,2003795
Shelby County, OH,2037515,2078893,2156588,2214762,2271044
Shelby County, MO,224124,221282,234155,231645,245776
Shelby County, IA,583996,564629,577724,611111,645128
Shelby County, AL,10492090,10749837,11206002,11849115,12371941
Shelby County, TX,1066309,943739,1005217,1074063,1055615
Shelby County, IL,776607,786936,825305,879527,876540
Shelby County, TN,42344185,43064204,44627922,46271908,47555669
Shenandoah County, VA,1761139,1793004,1864837,1961798,2035977
Sherburne County, MN,3917435,4070526,4290808,4477361,4639466
Sheridan County, KS,128488,139121,123099,116366,156696
Sheridan County, WY,1542825,1576445,1644096,1771504,1818912
Sheridan County, ND,46938,52558,56995,65455,61755
Sheridan County, NE,263884,245836,239123,244539,255189
Sheridan County, MT,168728,151157,162639,161046,164322
Sherman County, TX,344024,232281,291793,259224,293139
Sherman County, KS,236974,240117,246821,263013,275663
Sherman County, OR,88208,82986,83825,95784,101353
Sherman County, NE,141948,127888,123075,125144,128995
Shiawassee County, MI,2453245,2501976,2570353,2664478,2761330
Shoshone County, ID,445215,445029,437866,463963,473973
Sibley County, MN,663959,648171,683334,709600,734445
Sierra County, CA,119088,124018,131080,136065,141972
Sierra County, NM,402501,405809,417589,433004,455973
Silver Bow County, MT,1553279,1568273,1665295,1676297,1720769
Simpson County, MS,915747,894649,945850,973533,975343
Simpson County, KY,647777,652160,675146,694808,728668
Sioux County, IA,1788212,1692632,1810646,1965506,2041991
Sioux County, NE,92907,84017,57421,60582,60817
Sioux County, ND,118034,121796,114599,120304,120658
Siskiyou County, CA,1832806,1892997,1946217,2008871,2090773
Sitka Cty&Bor, AK,598642,557306,591959,610032,632223
Skagit County, WA,5608530,5864530,6221979,6656585,7042338
Skagway Muny, AK,79355,84911,90142,96642,102352
Skamania County, WA,455431,490890,513350,548409,573476
Slope County, ND,32589,32567,37317,30472,34746
Smith County, TX,10503359,10444389,11886718,12700793,13102118
Smith County, KS,155242,147695,147704,163492,191264
Smith County, TN,670654,683670,718813,775121,812131
Smith County, MS,522974,493648,549757,573055,564145
Smyth County, VA,1083967,1100332,1104706,1125046,1146655
Snohomish County, WA,37382596,39550221,41988388,45516824,48279831
Snyder County, PA,1562808,1570355,1639321,1699986,1747537
Socorro County, NM,556251,561262,562341,576191,596717
Solano County, CA,19580778,20717177,21551350,22623154,23951255
Somerset County, NJ,29154395,30518100,32789254,34722210,36155245
Somerset County, PA,2854412,2854829,2958143,3060085,3165753
Somerset County, ME,1788712,1815409,1847972,1906065,1983116
Somerset County, MD,784204,776767,810894,806234,811205
Somervell County, TX,372295,378499,397441,400977,418168
Sonoma County, CA,27766194,28835169,30161812,31612355,32972432
Southeast Fairbanks CA, AK,322968,321149,330248,350146,361593
Spalding County, GA,2048726,2131652,2197159,2299620,2383949
Spartanburg County, SC,11765741,12324966,12822583,13525267,14124521
Spencer County, IN,812999,825252,863097,893591,940719
Spencer County, KY,725006,760108,785019,828811,874816
Spink County, SD,392836,376435,345358,374301,355843
Spokane County, WA,20363829,21245701,22491406,24091101,25322417
St. Bernard Parish, LA,1358023,1403684,1449374,1518183,1585312
St. Charles Parish, LA,2425827,2426768,2492688,2556229,2636925
St. Charles County, MO,18498775,19214751,20056009,21029554,21898935
St. Clair County, MI,6324358,6497656,6718313,7006270,7266059
St. Clair County, MO,264358,262796,270161,273774,287344
St. Clair County, IL,11005451,10974295,11306399,11661444,11975593
St. Clair County, AL,3041016,3138722,3289541,3486685,3649039
St. Croix County, WI,4336642,4509753,4762268,5019863,5198929
St. Francis County, AR,680673,686220,704629,710265,728687
St. Francois County, MO,2055866,2111054,2183003,2265057,2344893
St. Helena Parish, LA,399774,418109,411503,425672,439105
St. James Parish, LA,929819,919295,981687,1077701,1108957
St. John the Baptist Parish, LA,1693025,1649091,1687251,1726304,1772082
St. Johns County, FL,13842726,14661520,16232309,17690381,18658952
St. Joseph County, IN,11764093,11809296,12396776,12952845,13193179
St. Joseph County, MI,2104801,2155590,2267565,2320707,2373702
